ID,Field1,Cat #,Suffix,SITE,Period,Form,FormAssessment,Shape,Group,RimDiameter,MunsellPaste,PasteColor,Pocking,HCL,TemperReg,Temper%,Firing,Surface,Design,WallThick,Freq,Weight,Volume,Comments,Assessment,CeramicForm,MunsellSlipColor,Slip,RimShape,Sherds,Page,LevelStratum,Year,Episode,Vessel
3077,12192,16497,P,272182,LC,1,1,239,JG1,35,10YR5/2,grayish brown,1,2,1,1,2,11,0,49,1,14.5,1.95,,,,,,,,,,,,Jars
1724,8882,14245,T,27826,LC,1,1,239,JG1,22,2.5YR5/6,red,0,0,1,1,2,11,0,46,1,15.4,0.62,Orange clay,,,,,,,,,,,Jars
2671,11227,16350,D,272145,LC,1,2,1014,BG2,19,10YR6/4,light yellowish brown,1,0,1,1,2,11,0,65,1,11.5,0.61,Bowl,,,,,,,,,,,Bowls
2714,11307,16384,E,272145,LC,1,2,806,BG1,18,10YR6/4,light yellowish brown,0,1,1,1,2,11,0,43,1,17.4,0.75,Bowl,,,,,,,,,,,Bowls
2737,11377,16408,Q,272145,LC,1,1,1006,BG2,13,10YR7/6,yellow,0,1,1,1,2,13,0,51,1,16,0.6,STRUCTURE #1,,,,,,,,,,,Bowls
2747,11395,16414,AA,272168,LC,1,1,618,BG4,,10YR6/4,light yellowish brown,1,0,1,1,2,12,13,38,1,15.6,1.16,,,,,,,,,,,,Bowls
1182,7707,13323,N,28121,LC,1,1,1056,BG2,25,5YR6/6,light red,0,3,1,2,2,13,0,65,1,18.3,0.89,,,,,,,,,,,,Bowls
1580,8529,14190,C,27826,LC,1,1,1006,BG2,28,2.5YR5/6,red,0,1,1,1,1,11,0,48,1,5.5,0.485,,,,,,,,,,,,Bowls
679,6716,13171,AI,28121,LC,1,1,1006,BG2,30,5YR5/6,red,0,0,1,1,2,12,0,54,1,10.6,1.1,,,,,,,,,,,,Bowls
1567,8500,14178,B,27826,LC,1,1,806,BG1,21,2.5Y5/3,light olive brown,0,0,1,1,2,12,12,57,1,11.4,0.63,Pattern on exterior,,,,,,,,,,,Bowls
1547,8447,13456,O,28121,LC,1,1,1006,BG2,23,10YR6/4,light yellowish brown,0,1,1,2,2,13,0,58,1,21.7,0.129,,,,,,,,,,,,Bowls
3058,12143,16497,A,272182,LC,1,1,239,JG1,20,10YR6/4,light yellowish brown,3,1,1,1,2,11,11,53,1,14.5,1.95,2 SHERDS,,,,,,,,,,,Jars
2355,10543,14396,AD,27866,LC,1,1,248,JG1,9,10YR6/4,light yellowish brown,1,0,1,1,2,12,0,26,1,15.2,0.83,Miniature,,,,,,,,,,,Jars
3069,12182,16497,D,272182,LC,1,1,239,JG1,22,10YR6/3,pale brown,2,1,1,1,2,11,11,63,1,14.5,1.95,,,,,,,,,,,,Jars
2756,11432,16414,X,272168,LC,1,1,618,BG4,13,10YR7/4,very pale brown,2,1,1,1,2,13,13,50,1,15.6,1.16,,,,,,,,,,,,Bowls
880,7117,13207,I,28121,LC,1,2,1006,BG2,26,10YR7/3,very pale brown,0,2,1,1,1,13,24,76,1,10.2,0.16,,,,,,,,,,,,Bowls
3118,12301,16498,EE,272182,LC,1,2,248,JG1,7,2.5Y6/2,light brownish gray,2,2,1,1,2,11,0,61,1,18.9,0.975,,,,,,,,,,,,Jars
1354,8044,13405,AA,28121,LC,1,1,233,JG1,12,2.5YR5/6,red,0,1,1,1,1,12,0,63,1,25.8,0.6,,,,,,,,,,,,Jars
1323,7995,13394,U,28121,LC,1,1,1006,BG2,19,2.5Y6/4,light yellowish brownish,0,3,1,2,2,13,0,56,1,16.9,1.16,,,,,,,,,,,,Bowls
3272,12608,16527,AM,272182,LC,1,1,1014,BG2,14,5YR6/6,light red,0,2,1,1,0,13,0,62,1,17.5,1.285,SLIPPED BOTH SIDES,,,,,,,,,,,Bowls
2084,9822,14321,CZ,27826,LC,1,1,626,BG2,,7.5YR6/6,reddish yellow,0,0,1,1,2,13,11,57,1,17,0.33,GROOVE ON EXT SOME RED SLIP,,,,,,,,,,,Bowls
1014,7387,13272,AO,28121,LC,1,1,1014,BG2,23,5YR6/8,light red,0,3,1,1,2,13,0,49,1,25.8,0.0725,,,,,,,,,,,,Bowls
1655,8720,14220,L,272220,LC,1,1,806,BG1,13,10YR6/2,light brownish gray,1,2,1,1,2,11,0,33,1,19.3,0.98,,,,,,,,,,,,Bowls
1038,7438,13276,D,28121,LC,1,1,248,JG1,10,10YR7/4,very pale brown,0,1,1,1,1,12,0,47,1,13.9,0.5,,,,,,,,,,,,Jars
1043,7458,13294,AF,28121,LC,1,1,235,JG1,10,2.5YR5/6,red,1,1,1,2,2,11,0,65,1,20.3,0.52,,,,,,,,,,,,Jars
1151,7644,13317,A,28121,LC,1,1,1056,BG2,20,10YR7/6,yellow,0,0,1,2,2,14,24,62,1,14.6,0.07,,,,,,,,,,,,Bowls
1462,8258,13422,AD,28121,LC,1,1,1028,BG2,20,7.5YR6/6,reddish yellow,0,1,1,1,2,15,20,53,1,13.8,1.49,,,,,,,,,,,,Bowls
2215,10173,14342,AC,27826,LC,1,1,806,BG1,,10YR7/4,very pale brown,0,0,1,1,2,12,0,48,1,18,0.54,,,,,,,,,,,,Bowls
2144,10019,14332,Q,272220,LC,1,1,1006,BG2,13,10YR3/1,very dark grey,2,1,1,2,2,11,0,58,1,16.1,0.86,bowl,,,,,,,,,,,Bowls
2175,10085,14334,R,272220,LC,1,1,806,BG1,16,10YR5/3,brown,2,2,1,2,2,11,0,40,1,15.7,1.43,bowl,,,,,,,,,,,Bowls
2812,11546,16445,A,272145,LC,1,1,235,JG1,12,10YR5/2,grayish brown,2,0,1,1,2,11,0,44,1,17.6,0.16,2 SHERDS,,,,,,,,,,,Jars
2064,9768,14320,P,27826,LC,1,1,1028,BG2,25,10YR6/4,light yellowish brown,1,0,1,1,2,12,11,72,1,19.2,0.37,Pattern on interior.  Indentation on exterior,,,,,,,,,,,Bowls
2234,10244,14342,Z,27826,LC,1,1,617,BG3,12,10YR6/6,brownish yellow,1,1,1,2,2,12,0,66,1,18,0.54,,,,,,,,,,,,Bowls
2345,10525,14388,J,27866,LC,1,1,1006,BG2,15,7.5YR7/6,reddish yellow,3,2,1,1,2,11,0,48,1,14.2,0.57,AATP Bowl 2 pieces,,,,,,,,,,,Bowls
5519,22131,16564,M,272136,PC,1,1,1006,BG2,16,10YR6/6,brownish yellow,0,0,1,1,2,13,0,36,1,11.6,0.8,,,,,,,,,,,,Bowls
5509,22075,16542,AS,272136,PC,1,1,1014,BG2,14,7.5YR5/6,strong brown,1,2,1,2,2,13,11,56,1,18.4,2.11,BOWL,,,,,,,,,,,Bowls
2309,10450,14387,AE,27866,LC,1,1,806,BG1,23,10YR6/6,brownish yellow,0,1,1,1,2,11,0,28,1,17.2,1.09,AATP Bowl,,,,,,,,,,,Bowls
2057,9752,14319,R,27826,LC,1,1,1028,BG2,33,10YR6/4,light yellowish brown,0,0,1,1,2,13,11,48,1,16.4,0.24,Red slip on interior and exterior,,,,,,,,,,,Bowls
2058,9753,14319,S,27826,Lc,1,1,1006,BG2,22,10YR6/6,brownish yellow,1,0,1,1,2,13,0,68,1,16.4,0.24,,,,,,,,,,,,Bowls
5474,21748,16271,D,272145,PC,1,1,1001,BG2,13,5YR5/6,red,1,2,1,2,2,11,0,78,1,11.3,0.36,BOWL,,,,,,,,,,,Bowls
2884,11691,16468,A,272136,LC,2,1,1307,PG1,18,10YR7/3,very pale brown,1,3,1,1,2,11,0,45,1,16.3,1.375,,,,,,,,,,,,Plates
1078,7510,13294,E,28121,LC,2,1,1028,BG2,18,7.5YR6/6,reddish yellow,0,1,1,1,2,13,11,54,1,20.3,0.52,,,,,,,,,,,,Bowls
2225,10203,14342,CB,27826,LC,3,1,617,BG3,,10YR5/3,brown,0,0,1,1,2,13,11,55,1,18,0.54,2 GROOVES ON EXT,,,,,,,,,,,Bowls
1761,8972,14250,B,27826,LC,5,2,270,JG1,,10YR6/3,pale brown,0,0,1,1,2,21,0,67,1,11,0.99,,,,,,,,,,,,Jars
3486,13084,16579,W,272145,LC,10,1,252,JG2,,10YR6/6,brownish yellow,0,1,1,1,2,13,0,62,1,23.7,1.65,,,,,,,,,,,,Jars
3317,12706,16531,AG,272136,LC,20,1,101,VG1,,2.5Y4/2,dark grayish brown,2,1,1,1,2,11,0,37,1,16.3,1.23,VASE,,,,,,,,,,,Vases
1564,8494,14171,S,27826,LC,21,1,107,VG2,14,7.5YR6/4,light brown,0,0,1,1,1,13,11,58,1,17.8,0.21,3 pcs. Red slip on interior and exterior. 2 grooves on exterior,,,,,,,,,,,Vases
4220,15530,18512,B,272025,LC,21,,251,JG3,15,10YR5/6,yellowish brown,,,,,,,,,1,,,,,Jar,,,,,-,43508,1998,-,Jars
3504,13128,16590,ZI,272145,LC,22,1,104,VG2,20,7.5YR5/4,brown,0,1,1,1,2,13,24,67,1,17.8,0.84,,,,,,,,,,,,Vases
3503,13127,16590,I,272145,LC,22,1,108,VG2,20,7.5YR5/4,brown,0,1,1,1,2,13,24,67,1,17.8,0.84,,,,,,,,,,,,Vases
1312,7976,13374,N,28121,LC,22,2,1315,PG2,25,7.5YR4/4,brown,0,2,1,1,2,12,0,56,1,13.5,1.11,,,,,,,,,,,,Plates
1806,9104,14262,H,27826,LC,23,1,1307,PG1,32,2.5YR6/6,light red,0,1,1,1,2,12,0,84,1,16.3,0.54,,,,,,,,,,,,Plates
1545,8442,13456,I,28121,LC,23,1,1310,PG2,33,10YR6/3,pale brown,0,2,1,1,2,13,0,47,1,21.7,0.129,,,,,,,,,,,,Plates
3392,12858,16547,F,272145,LC,30,1,101,VG1,,10YR3/4,dark yellowish brown,2,1,1,2,2,11,0,53,1,15.3,0.1344,STRUCTURE #1,,,,,,,,,,,Vases
1606,8577,14202,D,272220,LC,30,2,101,VG1,14,10YR6/4,light yellowish brown,0,3,1,1,1,11,0,52,1,12.5,0.4,vase,,,,,,,,,,,Vases
33,959,16541,BF,272136,,31,1,1001,BG2,17,10YR5/4,yellowish brown,0,2,1,2,2,13,0,90,1,14.6,0.156,,,,,,,,,,,,Bowls
190,5372,16605,H,272145,EC,31,1,105,VG1,10,10YR4/1,dark gray,0,2,1,1,2,11,0,63,1,19.1,0.1825,VASE,,,,,,,,,,,Vases
2567,10972,16209,D,272145,LC,31,2,1014,BG2,18,5YR6/4,light reddish brown,0,0,1,1,2,11,0,42,1,19.5,0.73,2 SHERDS,,,,,,,,,,,Bowls
43,1064,16571,GO,272136,,31,1,1001,BG2,11,7.5YR4/6,strong brown,1,2,1,2,2,12,0,75,1,16.3,1.12,,,,,,,,,,,,Bowls
5518,22129,16564,H,272136,PC,31,1,1006,BG2,,7.5YR5/6,strong brown,0,2,1,2,2,11,0,64,1,11.6,0.8,,,,,,,,,,,,Bowls
1941,9479,14298,AF,272220,LC,31,1,111,VG3,10,2.5YR5/6,red,3,2,1,1,2,11,0,47,1,12.4,0.39,,,,,,,,,,,,Vases
3528,13167,16607,O,272136,LC,31,1,112,VG1,10,10YR4/6,dark yellowish brown,0,2,1,1,2,13,0,55,1,17.3,0.38,VASE,,,,,,,,,,,Vases
2932,11803,16482,T,272136,LC,31,1,1001,BG2,16,2.5Y6/4,light yellowish brownish,1,1,1,2,2,12,0,80,1,17.9,2.58,BOWL,,,,,,,,,,,Bowls
1517,8388,13445,E,28121,LC,31,1,115,VG3,10,2.5YR5/8,red,0,2,1,2,2,12,0,41,1,57.5,0.004,,,,,,,,,,,,Vases
1360,8057,13405,AN,28121,LC,31,1,1308,PG2,20,10YR4/2,dark grayish brown,1,2,1,1,2,11,0,79,1,25.8,0.6,,,,,,,,,,,,Plates
5694,23271,18506,DM,272025,PrC,32,,808,BG1,35,2.5Y7/4,pale yellow,,,,,,,,,1,,,,,Bowl / I,,,,,-,43497,1998,-,Bowls
2680,11248,16359,D,272145,LC,32,1,1310,PG2,10,2.5Y5/2,grayish brown,0,2,1,1,2,11,0,59,1,19.4,2.11,,,,,,,,,,,,Plates
1448,8241,13420,M,28121,LC,33,1,106,VG1,20,10R5/8,red,0,2,1,1,2,14,0,43,1,25.4,0.6,,,,,,,,,,,,Vases
1450,8243,13420,P,28121,LC,33,1,106,VG1,14,10R5/6,red,0,3,1,1,2,13,0,34,1,25.4,0.6,,,,,,,,,,,,Vases
425,6022,13076,D,28121,LC,33,1,809,BG1,38,7.5YR4/3,brown,1,3,1,1,1,12,0,78,1,20.1,0.61,,,,,,,,,,,,Bowls
3008,12045,16484,M,272182,LC,33,1,113,VG1,16,7.5YR6/4,light brown,0,1,1,1,2,12,0,53,1,16.1,0.78,SLIP ON OUTSIDE,,,,,,,,,,,Vases
5527,22193,16571,FU,272136,PC,33,1,626,BG2,16,5YR6/6,light red,1,2,1,2,2,12,0,62,1,16.3,1.12,,,,,,,,,,,,Bowls
2949,11848,16484,BO,272182,LC,33,1,106,VG1,18,7.5YR6/4,light brown,0,2,1,1,2,12,13,58,1,16.1,0.78,2 SLIGHTLY RAISED RIDGES ON OUTSIDE AND THIRD RIDGE WHICH TURNS DOWN AT AN ANGLE,,,,,,,,,,,Vases
5526,22192,16571,FM,272136,PC,33,1,626,BG2,10,5YR6/6,light red,1,2,1,2,2,13,0,60,1,16.3,1.12,,,,,,,,,,,,Bowls
1898,9359,14286,F,27826,LC,33,1,108,VG2,16,7.5YR6/6,reddish yellow,0,0,1,1,1,12,0,41,1,11.3,0.44,,,,,,,,,,,,Vases
1850,9208,14270,A,272220,LC,33,2,1014,BG2,18,10YR6/4,light yellowish brown,3,2,1,1,0,11,0,107,1,14.6,0.14,,,,,,,,,,,,Bowls
367,5907,13042,J,28121,LC,33,1,1028,BG2,20,10YR6/3,pale brown,0,3,1,1,2,11,0,63,1,13.7,0.41,,,,,,,,,,,,Bowls
1183,7708,13323,P,28121,LC,40,1,804,BG3,20,10YR7/3,very pale brown,0,1,1,2,2,11,0,105,1,18.3,0.89,,,,,,,,,,,,Bowls
2607,11060,16235,F,272145,LC,40,1,1308,PG2,,10YR4/4,dark yellowish brown,1,2,1,2,2,11,0,76,1,11.1,0.14,,,,,,,,,,,,Plates
719,6795,13176,A,28121,LC,40,1,844,BG3,38,10YR4/3,brown,3,3,2,1,1,11,0,69,1,22.7,0.63,,,,,,,,,,,,Bowls
5412,21424,14304,G,272220,PC,40,1,1001,BG2,20,10YR6/1,gray,0,1,1,1,2,11,0,87,1,13,0.41,,,,,,,,,,,,Bowls
967,7288,13264,AE,28121,LC,41,1,1315,PG2,48,10YR5/6,yellowish brown,2,2,1,2,2,11,0,96,1,15.4,0.34,,,,,,,,,,,,Plates
34,969,16542,BG,272136,,41,1,1314,PG2,23,10YR4/6,dark yellowish brown,0,0,1,2,2,11,0,73,1,18.4,2.11,,,,,,,,,,,,Plates
507,6197,13095,O,28121,LC,41,1,1309,PG2,25,10YR3/2,very dark grayish brown,2,2,1,2,2,11,0,114,1,21.9,0.72,,,,,,,,,,,,Plates
329,5820,13044,C,28121,LC,51,1,272,JG3,50,10YR6/3,pale brown,2,3,1,2,1,11,0,92,1,20.6,0.2,,,,,,,,,,,,Jars
2690,11260,16359,V,272145,LC,51,1,105,VG1,,2.5Y6/3,light yellowish brownish,3,1,2,1,2,13,0,60,1,19.4,2.11,2 SHERDS STRUCTURE#1,,,,,,,,,,,Vases
2691,11263,16359,Y,272145,LC,51,1,1310,PG2,,2.5Y6/3,light yellowish brownish,0,2,1,1,2,13,0,68,1,19.4,2.11,,,,,,,,,,,,Plates
2931,11801,16482,N,272136,LC,51,1,270,JG1,,10YR6/4,light yellowish brown,2,2,1,1,2,11,0,52,1,17.9,2.58,"Changed from 1648(2?) to agree with ceram, 12/13/2010, aeh.  LAST # OF CAT NO. BROKEN OFF WOJ",,,,,,,,,,,Jars
3403,12881,16548,S,272145,LC,51,1,1310,PG2,,10YR7/4,very pale brown,1,1,2,1,2,12,0,95,1,28.2,1.2,,,,,,,,,,,,Plates
4443,16555,18630,C,272025,LC,51,,246,JG3,20,10YR5/4,yellowish brown,,,,,,,,,1,,,,,Base,,,,,-,16103,1998,-,Jars
3291,12634,16527,BO,272182,LC,51,1,1310,PG2,,10YR6/2,light brownish gray,1,1,1,1,2,13,0,59,1,17.5,1.285,SLIP ON INSIDE,,,,,,,,,,,Plates
915,7188,13220,D,28121,LC,52,1,322,JG3,,10YR6/2,light brownish gray,0,0,1,1,2,12,0,50,1,15.5,1.23,,,,,,,,,,,,Jars
976,7310,13266,AC,28121,LC,52,1,1319,PG1,,10YR7/4,very pale brown,0,1,1,1,1,11,0,65,1,14.4,0.94,,,,,,,,,,,,Plates
5465,21708,16187,N,272145,PC,53,1,207,JG1,,7.5YR5/4,brown,2,1,1,2,2,11,0,77,1,21.9,0.55,W.O.J.,,,,,,,,,,,Jars
2164,10057,14333,K,27826,LC,53,1,1311,PG3,,10YR7/3,very pale brown,0,0,2,1,2,13,0,83,1,13.8,0.43,,,,,,,,,,,,Plates
165,5169,16240,L,272162,EC,53,1,1028,BG2,,7.5YR7/2,pinkish gray,2,2,1,1,2,11,0,52,1,21.6,0.135,,,,,,,,,,,,Bowls
583,6363,13125,C,28121,LC,53,1,105,VG1,,5YR5/6,red,1,3,1,1,1,11,0,109,1,8.9,0.16,,,,,,,,,,,,Vases
1703,8837,14237,J,272220,LC,54,2,1006,BG2,,10YR7/3,very pale brown,2,3,1,1,2,11,0,75,1,19.6,0.4,illegible,,,,,,,,,,,Bowls
1879,9299,14278,J,27826,LC,55,2,1006,BG2,,10YR6/3,pale brown,1,1,1,1,2,11,0,67,1,7.2,0.25,,,,,,,,,,,,Bowls
1502,8345,13433,AQ,28121,LC,57,2,107,VG2,28,7.5YR7/4,pink,0,3,1,1,2,13,0,48,1,12.8,0.49,,,,,,,,,,,,Vases
1479,8293,13428,Q,28121,LC,57,1,107,VG2,15,10YR6/6,brownish yellow,0,1,1,1,2,13,20,5,1,20,0.424,,,,,,,,,,,,Vases
1478,8292,13428,P,28121,LC,57,2,107,VG2,22,5YR6/6,light red,0,2,1,1,2,11,0,49,1,20,0.424,,,,,,,,,,,,Vases
1477,8291,13428,O,28121,LC,57,2,107,VG2,20,7.5YR6/6,reddish yellow,0,1,1,1,2,13,0,39,1,20,0.424,,,,,,,,,,,,Vases
1501,8344,13433,AP,28121,LC,57,1,105,VG1,19,5YR5/8,yellowish red,0,0,1,1,0,12,13,47,1,12.8,0.49,,,,,,,,,,,,Vases
3290,12628,16527,BI,272182,LC,62,1,110,VG1,,10YR3/2,very dark grayish brown,2,1,1,2,2,11,0,0,1,17.5,1.285,,,,,,,,,,,,Vases
572,6337,13124,AU,28121,LC,71,2,252,JG2,42,10YR5/1,gray,0,3,1,3,2,11,0,115,1,23.8,0.95,,,,,,,,,,,,Jars
1619,8606,14206,B,272220,LC,71,1,238,JG1,22,10YR5/4,yellowish brown,2,2,1,2,2,11,0,73,1,15.9,0.56,,,,,,,,,,,,Jars
570,6334,13124,AM,28121,LC,71,2,1315,PG2,44,7.5YR3/2,dark brown,1,2,1,2,1,11,0,93,1,23.8,0.95,,,,,,,,,,,,Plates
596,6521,13143,BE,28121,LC,71,1,1306,PG3,38,5YR6/6,light red,0,0,1,1,2,12,0,84,1,21.3,1.49,,,,,,,,,,,,Plates
597,6522,13143,BF,28121,LC,71,1,1313,PG4,38,5YR6/4,light reddish brown,0,0,1,1,2,13,11,81,1,21.3,1.49,,,,,,,,,,,,Plates
617,6565,13144,X,28121,LC,71,1,324,JG3,24,10YR7/6,yellow,2,3,2,2,0,11,0,57,1,12.1,0.63,,,,,,,,,,,,Jars
1598,8566,14200,G,272220,LC,71,1,1319,PG1,,10YR6/4,light yellowish brown,3,2,1,1,0,11,0,69,1,13.1,0.84,,,,,,,,,,,,Plates
624,6576,13145,AN,28121,LC,71,1,1307,PG1,34,7.5YR7/6,reddish yellow,0,1,1,1,2,13,11,78,1,16.8,,,,,,,,,,,,,Plates
19,662,14195,K,272220,,71,1,114,VG3,10,10YR7/1,light gray,1,1,1,1,2,11,0,29,1,12.1,0.43,VASE,,,,,,,,,,,Vases
447,6076,13079,AAA,28121,LC,71,1,306,JG3,35,10YR5/2,grayish brown,0,0,1,1,2,13,0,44,1,12.2,0.74,,,,,,,,,,,,Jars
2081,9818,14321,CV,27826,LC,71,1,1313,PG4,30,10YR6/6,brownish yellow,0,0,1,1,2,13,11,70,1,17,0.33,"Incised line 1/2"" below exterior rim, slip interior and exterior, 2 pieces",,,,,,,,,,,Plates
2080,9816,14321,CP,27826,LC,71,1,1313,PG4,19,10YR5/6,yellowish brown,3,0,1,1,2,13,11,86,1,17,0.33,"Incised 1/2"" down on exterior rim",,,,,,,,,,,Plates
2059,9755,14319,U,27826,LC,71,1,1311,PG3,41,10YR6/6,brownish yellow,1,0,1,1,2,11,0,54,1,16.4,0.24,,,,,,,,,,,,Plates
152,5119,16171,O,272162,EC,71,1,1306,PG3,,10YR3/2,very dark grayish brown,2,2,1,2,2,12,0,57,1,12.3,0.47,T.P. PLATE,,,,,,,,,,,Plates
192,5379,16610,I,272136,EC,71,1,1318,PG1,25,7.5YR5/6,strong brown,0,2,1,1,2,15,24,76,1,17.1,0.255,POLYCHROME,,,,,,,,,,,Plates
193,5380,16610,J,272136,EC,71,1,1318,PG1,30,7.5YR5/6,strong brown,0,2,1,2,2,15,24,77,1,17.1,0.255,POLYCHROME,,,,,,,,,,,Plates
212,6378,13126,AO,28121,LC,71,1,1308,PG2,40,10YR6/6,brownish yellow,0,1,1,1,2,12,0,83,1,9.1,0.54,,,,,,,,,,,,Plates
1959,9526,14300,K,272220,LC,71,1,1308,PG2,32,10YR6/3,pale brown,1,1,1,1,2,11,0,77,1,10.6,0.67,,,,,,,,,,,,Plates
1769,8996,14255,K,27826,LC,71,1,207,JG1,25,10YR5/6,yellowish brown,0,2,1,2,2,11,0,68,1,7.2,0.55,,,,,,,,,,,,Jars
441,6067,13078,M,28121,LC,71,1,1313,PG4,32,10YR6/4,light yellowish brown,0,1,1,1,2,12,11,72,1,13.8,1.96,,,,,,,,,,,,Plates
1706,8843,14240,C,27826,LC,71,1,1313,PG4,26,10YR7/2,light gray,0,0,1,1,2,12,11,80,1,21.2,0.42,incised line on exterior.  Faded slip,,,,,,,,,,,Plates
481,6145,13085,D,28121,LC,71,1,238,JG1,36,7.5YR5/4,brown,1,2,1,1,2,11,0,82,1,6.5,0.48,,,,,,,,,,,,Jars
489,6164,13095,AQ,28121,LC,71,1,246,JG3,35,10YR5/3,brown,2,2,2,3,2,11,0,117,1,21.9,0.72,,,,,,,,,,,,Jars
1831,9173,14265,P,272220,LC,71,1,235,JG1,32,7.5YR6/4,light brown,0,1,1,1,2,11,0,71,1,13.4,0.45,,,,,,,,,,,,Jars
776,6913,13183,D,28121,LC,71,1,238,JG1,26,7.5YR6/4,light brown,0,3,2,2,1,11,0,88,1,13.4,0.4,,,,,,,,,,,,Jars
496,6183,13095,CA,28121,LC,71,1,246,JG3,20,10YR5/4,yellowish brown,2,2,2,2,2,11,0,124,1,21.9,0.72,,,,,,,,,,,,Jars
625,6578,13145,AR,28121,LC,71,1,311,JG1,17,7.5YR7/6,reddish yellow,0,1,1,2,2,11,0,84,1,16.8,,,,,,,,,,,,,Jars
1768,8995,14255,I,27826,LC,71,1,1310,PG2,30,5YR5/6,red,2,2,1,2,2,11,0,82,1,7.2,0.55,,,,,,,,,,,,Plates
497,6184,13095,CB,28121,LC,71,1,246,JG3,,10YR5/3,brown,1,2,2,2,2,11,0,111,1,21.9,0.72,,,,,,,,,,,,Jars
331,5822,13044,F,28121,LC,71,1,1307,PG1,32,5YR6/4,light reddish brown,0,1,1,1,2,11,11,74,1,20.6,0.2,,,,,,,,,,,,Plates
1030,7424,13275,EEE,28121,LC,71,2,1310,PG2,25,10YR6/4,light yellowish brown,1,1,2,2,2,11,0,86,1,13.4,0.108,,,,,,,,,,,,Plates
1397,8135,13415,M,28121,LC,71,1,1308,PG2,29,10YR6/4,light yellowish brown,0,1,2,1,2,13,0,77,1,12.1,0.096,,,,,,,,,,,,Plates
1383,8109,13407,C,28121,LC,71,1,1313,PG4,34,7.5YR6/4,light brown,1,1,1,1,2,11,11,66,1,37.5,1.02,,,,,,,,,,,,Plates
923,7203,13220,Y,28121,LC,71,2,1308,PG2,24,7.5YR6/4,light brown,0,0,1,1,2,12,0,77,1,15.5,1.23,,,,,,,,,,,,Plates
975,7306,13265,C,28121,LC,71,2,110,VG1,34,5YR6/6,light red,0,3,1,1,2,13,0,85,1,11.3,0.31,,,,,,,,,,,,Vases
1267,7886,13355,L,28121,LC,71,1,1319,PG1,31,10YR6/4,light yellowish brown,1,0,1,1,2,13,11,77,1,16.1,0.143,,,,,,,,,,,,Plates
1263,7881,13355,E,28121,LC,71,1,1308,PG2,34,10YR6/6,brownish yellow,0,1,1,1,2,12,0,83,1,16.1,0.143,,,,,,,,,,,,Plates
1210,7785,13344,AF,28121,LC,71,1,1310,PG2,24,2.5Y7/2,light gray,0,3,1,1,2,12,0,81,1,18.7,0.05,,,,,,,,,,,,Plates
1209,7784,13344,AC,28121,LC,71,1,238,JG1,37,7.5YR5/8,strong brown,0,3,2,3,0,11,0,87,1,18.7,0.05,,,,,,,,,,,,Jars
739,6833,13178,AM,28121,LC,71,1,1315,PG2,34,10YR6/4,light yellowish brown,0,3,1,1,2,12,0,91,1,26.9,0.49,,,,,,,,,,,,Plates
1001,7360,13268,V,28121,LC,71,2,238,JG1,26,10YR4/3,brown,0,1,1,1,1,11,0,104,1,20.8,0.27,,,,,,,,,,,,Jars
843,7036,13190,E,28121,LC,71,1,253,JG4,32,10YR5/4,yellowish brown,0,2,2,2,1,11,0,66,1,35.3,0.26,,,,,,,,,,,,Jars
1035,7435,13275,V,28121,LC,71,1,1315,PG2,29,10YR7/6,yellow,1,2,1,1,2,12,0,72,1,13.4,0.108,,,,,,,,,,,,Plates
1177,7695,13323,CX,28121,LC,71,1,106,VG1,,5YR6/6,light red,0,1,1,1,2,13,0,65,1,18.3,0.89,,,,,,,,,,,,Vases
1037,7437,13275,Z,28121,LC,71,1,252,JG2,23,10YR5/6,yellowish brown,0,3,2,2,0,11,0,105,1,13.4,0.108,,,,,,,,,,,,Jars
